date,sentiment_mean,sentiment_std,tweet_count,sentiment_dist,btc_price,btc_volume,btc_change,btc_change_abs
2024-03-01,-0.008054977971672391,0.3677547611901224,48,"{'positive': 17, 'neutral': 16, 'negative': 15}",62440.6328125,40186368423,0.020298739001094468,1242.25
2024-03-02,-0.06782618366626346,0.3561997601988071,44,"{'positive': 17, 'negative': 16, 'neutral': 11}",62029.84765625,23888473685,-0.006578811548619723,-410.78515625
2024-03-03,-0.03567519460149033,0.36160079072380774,49,"{'positive': 22, 'negative': 20, 'neutral': 7}",63167.37109375,26253811450,0.01833832389535761,1137.5234375
2024-03-04,-0.020392233455229714,0.366588596868984,46,"{'negative': 19, 'neutral': 17, 'positive': 10}",68330.4140625,70670471105,0.08173591649219114,5163.04296875
2024-03-05,-0.05270434751304144,0.3588977646865331,47,"{'neutral': 18, 'positive': 17, 'negative': 12}",63801.19921875,102802940877,-0.06628402455760396,-4529.21484375
2024-03-06,-0.022647250378504395,0.36317107742500826,50,"{'negative': 17, 'positive': 17, 'neutral': 16}",66106.8046875,68750229073,0.03613733749494208,2305.60546875
2024-03-07,0.03634375583846122,0.3612600625172828,50,"{'positive': 20, 'neutral': 17, 'negative': 13}",66925.484375,46989543159,0.012384196927533564,818.6796875
2024-03-08,-0.07695318887303786,0.2427477634009317,46,"{'neutral': 17, 'negative': 15, 'positive': 14}",68300.09375,59202881172,0.020539401213709896,1374.609375
2024-03-09,-0.10193805444519967,0.3659978045229215,50,"{'positive': 21, 'negative': 18, 'neutral': 11}",68498.8828125,21609650379,0.0029105240064184468,198.7890625
2024-03-10,0.06510491522114571,0.41692376624079547,49,"{'positive': 20, 'neutral': 16, 'negative': 13}",69019.7890625,35683977532,0.007604594828588107,520.90625
2024-03-11,-0.05424802361613176,0.31223131640327295,51,"{'positive': 19, 'neutral': 18, 'negative': 14}",72123.90625,65716656765,0.04497430707429584,3104.1171875
2024-03-12,-0.04082217499251581,0.29143154668024557,45,"{'neutral': 20, 'positive': 17, 'negative': 8}",71481.2890625,62554434520,-0.008909905479502545,-642.6171875
2024-03-13,-0.009771379946849923,0.28916014153595165,47,"{'positive': 20, 'neutral': 14, 'negative': 13}",73083.5,48212536929,0.022414410239567806,1602.2109375
2024-03-14,0.007032793640435018,0.3411450350175467,54,"{'positive': 22, 'neutral': 21, 'negative': 11}",71396.59375,59594605698,-0.0230819028918976,-1686.90625
2024-03-15,-0.0236797760530584,0.34297754036036127,49,"{'positive': 24, 'negative': 13, 'neutral': 12}",69403.7734375,78320453976,-0.027911980219644583,-1992.8203125
2024-03-16,-0.022076989715666667,0.37611375286718957,48,"{'positive': 18, 'negative': 15, 'neutral': 15}",65315.1171875,46842198371,-0.05891115205258901,-4088.65625
2024-03-17,-0.07359377829298536,0.314870216760456,47,"{'positive': 16, 'neutral': 16, 'negative': 15}",68390.625,44716864318,0.04708722796395115,3075.5078125
2024-03-18,-0.02593904919922352,0.3210511898130254,42,"{'positive': 21, 'neutral': 11, 'negative': 10}",67548.59375,49261579492,-0.0123120859035869,-842.03125
2024-03-19,-0.05219964388622126,0.3434099253005401,48,"{'neutral': 19, 'negative': 15, 'positive': 14}",61912.7734375,74215844794,-0.08343356981432348,-5635.8203125
2024-03-20,-0.05596551679482218,0.3255860234714926,40,"{'neutral': 14, 'positive': 13, 'negative': 13}",67913.671875,66792634382,0.09692504638897836,6000.8984375
2024-03-21,0.03544321124338441,0.3437005090098499,45,"{'positive': 19, 'neutral': 17, 'negative': 9}",65491.390625,44480350565,-0.03566706353999505,-2422.28125
2024-03-22,-0.12779933367390187,0.3296806414112047,50,"{'negative': 25, 'positive': 13, 'neutral': 12}",63778.76171875,41401116964,-0.02615044343853401,-1712.62890625
2024-03-23,-0.05206552308564093,0.3558601775595044,51,"{'positive': 21, 'negative': 18, 'neutral': 12}",64062.203125,24738964812,0.004444134671348854,283.44140625
2024-03-24,-0.01565986571890511,0.30834833304356946,49,"{'neutral': 20, 'positive': 17, 'negative': 12}",67234.171875,27206630673,0.04951388799118828,3171.96875
2024-03-25,-0.07513782891266524,0.2340198846180724,47,"{'positive': 21, 'negative': 15, 'neutral': 11}",69958.8125,42700139523,0.04052464020923141,2724.640625
2024-03-26,-0.021567502977429993,0.3240541325787216,45,"{'positive': 16, 'neutral': 15, 'negative': 14}",69987.8359375,36010437368,0.00041486463910467286,29.0234375
2024-03-27,0.00887479237979278,0.3357616550811485,50,"{'positive': 20, 'neutral': 15, 'negative': 15}",69455.34375,40827113309,-0.007608353371227561,-532.4921875
2024-03-28,-0.055197844403161805,0.3489582891231831,47,"{'positive': 20, 'negative': 15, 'neutral': 12}",70744.953125,34374900617,0.018567460837021654,1289.609375
2024-03-29,-0.03765555606646971,0.2970800856900492,44,"{'positive': 17, 'neutral': 15, 'negative': 12}",69892.828125,25230851763,-0.01204502883045766,-852.125
2024-03-30,0.037883308103773744,0.3301378389317991,50,"{'positive': 21, 'neutral': 17, 'negative': 12}",69645.3046875,17130241883,-0.0035414711944022903,-247.5234375
2024-03-31,-0.06760538308415562,0.3365927154370717,50,"{'negative': 18, 'neutral': 17, 'positive': 15}",71333.6484375,20050941373,0.02424203264779501,1688.34375
2024-04-01,-0.03497340445340212,0.39532821086064357,42,"{'positive': 18, 'negative': 17, 'neutral': 7}",69702.1484375,34873527352,-0.022871394296192005,-1631.5
2024-04-02,-0.0009521194394134606,0.3455288634416653,48,"{'positive': 25, 'neutral': 14, 'negative': 9}",65446.97265625,50705240709,-0.061047985989492126,-4255.17578125
2024-04-03,0.012806944419489295,0.4082669649981475,53,"{'negative': 20, 'positive': 19, 'neutral': 14}",65980.8125,34488018367,0.008156830210526378,533.83984375
2024-04-04,-0.03386530331222386,0.3709218035929238,41,"{'positive': 22, 'neutral': 10, 'negative': 9}",68508.84375,34439527442,0.038314642609167615,2528.03125
2024-04-05,-0.10638870818692507,0.29176056073254225,49,"{'positive': 18, 'neutral': 16, 'negative': 15}",67837.640625,33748230056,-0.009797320875087778,-671.203125
2024-04-06,0.0005318116353900761,0.3673792874111781,49,"{'positive': 23, 'neutral': 15, 'negative': 11}",68896.109375,19967785809,0.015602971156545964,1058.46875
2024-04-07,-0.14454783932816964,0.31738183824007,41,"{'positive': 15, 'negative': 15, 'neutral': 11}",69362.5546875,21204930369,0.006770270726916605,466.4453125
2024-04-08,0.006978043643555239,0.33022161353641677,46,"{'positive': 21, 'negative': 13, 'neutral': 12}",71631.359375,37261432669,0.03270935878474601,2268.8046875
2024-04-09,-0.11645800623860535,0.3134059786941173,46,"{'negative': 17, 'neutral': 15, 'positive': 14}",69139.015625,36426900409,-0.03479403115822832,-2492.34375
2024-04-10,-0.10137874353159633,0.30058115865075663,45,"{'positive': 18, 'negative': 15, 'neutral': 12}",70587.8828125,38318601774,0.0209558550176423,1448.8671875
2024-04-11,-0.07052176642901031,0.32230003917669736,48,"{'positive': 19, 'neutral': 15, 'negative': 14}",70060.609375,30153382941,-0.007469744331340511,-527.2734375
2024-04-12,-0.06590189135992357,0.3451129482433661,48,"{'positive': 23, 'negative': 13, 'neutral': 12}",67195.8671875,44129299406,-0.04088948430588779,-2864.7421875
2024-04-13,-0.05789652132873677,0.3367789310190473,44,"{'positive': 18, 'negative': 14, 'neutral': 12}",63821.47265625,52869738185,-0.05021729270691988,-3374.39453125
2024-04-14,-0.01338778532155585,0.3557126782422682,41,"{'positive': 15, 'neutral': 14, 'negative': 12}",65738.7265625,49084320047,0.03004089104268326,1917.25390625
2024-04-15,-0.04193600609765521,0.39473457845353915,49,"{'negative': 23, 'positive': 14, 'neutral': 12}",63426.2109375,43595917654,-0.03517737178558533,-2312.515625
2024-04-16,0.09210247939809897,0.3860920205360222,43,"{'positive': 21, 'neutral': 13, 'negative': 9}",63811.86328125,42847528078,0.006080330797783695,385.65234375
2024-04-17,0.004024889828561216,0.38739151914808917,49,"{'positive': 25, 'negative': 13, 'neutral': 11}",61276.69140625,41915247049,-0.03972884891052719,-2535.171875
2024-04-18,-0.0734661798740394,0.32841772012444503,38,"{'negative': 15, 'positive': 12, 'neutral': 11}",63512.75390625,36006307335,0.03649124077498622,2236.0625
2024-04-19,-0.12235625510093877,0.2804631870962522,46,"{'positive': 16, 'neutral': 16, 'negative': 14}",63843.5703125,49920425401,0.005208661031110617,330.81640625
2024-04-20,-0.14683710456337418,0.2520401262018366,41,"{'negative': 15, 'positive': 14, 'neutral': 12}",64994.44140625,23097485495,0.018026421268684478,1150.87109375
2024-04-21,-0.005968957484298039,0.3730282578762981,51,"{'neutral': 20, 'positive': 16, 'negative': 15}",64926.64453125,20506644853,-0.0010431180502996629,-67.796875
2024-04-22,-0.0406339116981888,0.29583397392040317,44,"{'positive': 20, 'neutral': 15, 'negative': 9}",66837.6796875,28282686673,0.029433758205850147,1911.03515625
2024-04-23,-0.0037486794815854508,0.373313384952915,47,"{'positive': 20, 'neutral': 14, 'negative': 13}",66407.2734375,24310975583,-0.006439574982440521,-430.40625
2024-04-24,0.0356651559679607,0.409734046263313,46,"{'positive': 17, 'negative': 15, 'neutral': 14}",64276.8984375,30276655120,-0.03208044676017341,-2130.375
2024-04-25,-0.05425131819767715,0.2965098421791658,46,"{'neutral': 18, 'negative': 14, 'positive': 14}",64481.70703125,32155786816,0.0031863484195515657,204.80859375
2024-04-26,-0.007577810417480615,0.39146100010862045,49,"{'positive': 23, 'negative': 14, 'neutral': 12}",63755.3203125,24139372950,-0.011265004482557628,-726.38671875
2024-04-27,-0.089263672932672,0.3469122427111348,45,"{'negative': 18, 'positive': 15, 'neutral': 12}",63419.140625,19530783039,-0.005272966802647994,-336.1796875
2024-04-28,-0.04563915761653334,0.3010788116988602,50,"{'positive': 19, 'neutral': 17, 'negative': 14}",63113.23046875,17334827993,-0.004823625063903991,-305.91015625
2024-04-29,-0.06792244939821433,0.3475097812173324,44,"{'negative': 19, 'positive': 13, 'neutral': 12}",63841.12109375,26635912073,0.011533090916022948,727.890625
2024-04-30,-0.13299640557225034,0.26823305384366175,49,"{'positive': 19, 'negative': 18, 'neutral': 12}",60636.85546875,37840840057,-0.050191249309274655,-3204.265625
2024-05-01,-0.09639940520800236,0.30336833169848687,45,"{'positive': 21, 'neutral': 13, 'negative': 11}",58254.01171875,48439780271,-0.03929695449375714,-2382.84375
2024-05-02,-0.08414710361419407,0.28169002319860537,46,"{'positive': 17, 'negative': 15, 'neutral': 14}",59123.43359375,32711813559,0.014924669552331737,869.421875
2024-05-03,-0.06649476295569912,0.3594002325083015,44,"{'positive': 21, 'negative': 12, 'neutral': 11}",62889.8359375,33172023048,0.06370405294167747,3766.40234375
2024-05-04,0.026857231202518084,0.3686673486542062,54,"{'positive': 24, 'neutral': 19, 'negative': 11}",63891.47265625,20620477992,0.015926845790239064,1001.63671875
2024-05-05,0.00015458783737438565,0.3569655943133584,51,"{'positive': 25, 'neutral': 15, 'negative': 11}",64031.1328125,18296164805,0.002185896653241981,139.66015625
2024-05-06,0.016073119202205402,0.3857535996260518,44,"{'positive': 17, 'neutral': 15, 'negative': 12}",63161.94921875,28697928697,-0.013574390387488533,-869.18359375
2024-05-07,-0.12769513519791265,0.300756449640321,45,"{'negative': 19, 'positive': 16, 'neutral': 10}",62334.81640625,25930730982,-0.01309542885757653,-827.1328125
2024-05-08,-0.003653410260322625,0.34707918063691995,46,"{'positive': 22, 'negative': 13, 'neutral': 11}",61187.94140625,26088172222,-0.018398626419713127,-1146.875
2024-05-09,0.04564894872336564,0.5091338020330121,11,"{'positive': 6, 'negative': 3, 'neutral': 2}",63049.9609375,25453338161,0.03043115176709965,1862.01953125
